medicine_id,medicine_name,brand,pharmacy_names,latitudes,longitudes,total_quantity_sold
37,Acyclovir,Univir,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CH","-1.2953742, -1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2597254, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2522439, -1.2345294, -1.2736832, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.1835554, -1.2774587, -1.3647519, -1.2607843, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2959953, ","36.7455442, 36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.987496, 36.8945577, 36.8268476, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.8674089, 36.9038803, 36.8511881, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.8219462, 36.7946567, 36.9005074, 36.85141, 36.9454922, 36.8082989, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.8082191, 36.",326449
39,Acyclovir,"Lovir, Ointment",Wellness,-1.1365363,36.97286320000001,16
40,Acyclovir,Univir,space race,-1.311053,36.745584,8
41,Acyclovir,"Univir, Cream",Tikvah Valley Pharmaceuticlas,-1.1581624,36.9371627,1
43,Adapalene,klenzit gel,center mark pharmacy,-1.334489,36.673465,2
44,Adapalene ,Klenzit C Gel,Wellness,-1.1365363,36.97286320000001,10
45,Adovas,Adovas Syrup,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), Advan-med pharmaceuticals, AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (N","-1.2953742, -1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -0.6809050999999999, -1.2688065, -1.3089651, -1.2616578, -1.2831312, -1.323767, -1.2589182, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.2460403, -1.284749, -1.1990686, -1.2579931, -1.2705845, -1.2715203, -1.2849625, -1.2869817, -1.2597254, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2522439, -1.2736832, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.2837102, -1.275237, -1.27","36.7455442, 36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 34.8207902, 36.8093088, 36.8936368, 36.9759005, 36.9029929, 36.843886, 36.8142488, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.87666979999999, 36.9000191, 36.9031977, 36.921258, 36.84557, 36.987496, 36.8945577, 36.8268476, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.8674089, 36.8511881, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.8082191, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.7586288, 36.8219406, 36.8268934, 36.84",394243
46,Albendazole,Benaworm,"Bonmed healthcare services , center mark pharmacy, EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.3016847, -1.334489, -1.266125, -1.4293031","36.888386, 36.673465, 36.910522, 36.6872005",17
48,Albendazole,Benaworm,"BENICE , Davekon Pharmaceutical LTD, Gitrose Pharmacy","-1.4823212, -1.1722626, -1.2552408","36.9546342, 36.7580587, 36.6943718",792216
49,Albendazole,emitel,"ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACEUTICAL LTD - B-CENTRE (Nairobi), ALKEN PHARM","-1.2757621, -1.2848129, -1.2575249, -1.2755888, -1.3066383, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.284749, -1.2172469, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.2706834, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.275237, -1.2763955, -1.2906482, -1.2871746, -1.2846548, -1.2931221, -1.3082142, -1.260093, -1.2828012, -1.2868487, -","36.8290212, 36.7530976, 36.9120257, 36.9109491, 36.8024294, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.9000191, 36.8959913, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.8466657, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.8219406, 36.8268934, 36.9029842, 36.89397, 36.8572037, 36.7897254, 36.9118572, 36.8026754, 36.8160691, 36.862608, 36.8325956, ",1204
50,Albendazole,Almex,"Davekon Pharmaceutical LTD, Eloc pharmacy ","-1.1722626, -1.2953742","36.7580587, 36.7455442",3
53,Albendazole,albendazole,"Bophelo Pele Pharmacy, CARDINAL CHEMIST, Crowmed pharmaceuticals , Falcon medical clinic , HAVEN PARK","-28.8742772, -1.3958137, -1.3621855, -1.2371544","28.048548, 36.7638655, 36.6555867, 36.93613689999999",20
55,Albendazole,Zentel,"BONIS CHEMIST , Bripamu Medical Stores, KARURA CHEMIST II  TILL 8073490, Kasrut pharmacy, Tikvah Valley Pharmaceuticlas","-1.2949474, -1.3111251, -1.2196352, -1.4928076, -1.1581624","36.7478597, 36.8939304, 36.7128582, 37.2463473, 36.9371627",10
56,Albendazole,tanzol,"CARDINAL CHEMIST, Eloc pharmacy , Falcon medical clinic , Jubilee-Care Chemist, MEDIBLEND , MEDICRAFT PHARMACY, Nas Chemist, Sportmeds pharmacy , Zimmerange pharmacy","-1.3958137, -1.2953742, -1.1003338, -1.282731, -1.0534198, 0.5206237, -1.2825103, -1.2087167","36.7638655, 36.7455442, 37.0129017, 36.7848689, 37.0729118, 35.2762755, 36.902564, 36.896422",90
57,Albendazole,Albasol,"Disanjo Chemist , Jubilee-Care Chemist","-1.2650867, -1.1003338","36.8826178, 37.0129017",17
58,Albendazole,dimworm,Romac Pharmacy ,-1.2706834,36.8466657,233
59,Albendazole,Albasol,"Eloc pharmacy , EXPRESS CARE PHARMACY","-1.2953742, -1.1331173","36.7455442, 36.976005",6
61,Albendazole,Alben,Bophelo Pele Pharmacy,-28.8742772,28.048548,1
64,Albendazole,Zentel,"EMIR HEALTH CENTER , Kasrut pharmacy, Nas Chemist, Tikvah Valley Pharmaceuticlas","-1.266125, -1.4928076, 0.5206237, -1.1581624","36.910522, 37.2463473, 35.2762755, 36.9371627",10
66,Albuterol,"Ventolin, Evohaler","EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST, Zimmerange pharmacy","-1.266125, -1.2196352, -1.4293031, -1.2087167","36.910522, 36.7128582, 36.6872005, 36.896422",57
70,Allopurinol,Aleze,"KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2196352, -1.4293031","36.7128582, 36.6872005",50
73,Aluminium ,"Allucid, Plus","Apotek Pharmaceutical, MEDPLEX CHEMIST","-1.2885927, -1.4293031","36.9504001, 36.6872005",2
82,Amino Acid,BG Glutamin,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,40
85,Aminosidine,Unibrol,EMIR HEALTH CENTER ,-1.266125,36.910522,10
86,Aminosidine,Daboral,"MEDPLEX CHEMIST, MEGAWELL PHARMACY","-1.4293031, -1.0734595","36.6872005, 37.0952195",51
88,Aminosidine,Unibrol,MEGAWELL PHARMACY,-1.0734595,37.0952195,2
89,Aminosidine,Daboral,"MEGAWELL PHARMACY, SIDAI CHEMIST","-1.0734595, -1.4779526","37.0952195, 36.9577694",3
90,Amitriptyline,Cosmos,"Apotek Pharmaceutical, Bophelo Pele Pharmacy, Nas Chemist, urit medical ","-1.2885927, -28.8742772, 0.5206237, -1.1009928","36.9504001, 28.048548, 35.2762755, 37.0129877",77
91,Amlodipine,Amlovas 5,"Disanjo Chemist , MEDIBLEND ","-1.2650867, -1.282731","36.8826178, 36.7848689",82
93,Amlodipine,Swamlo,Eloc pharmacy ,-1.2953742,36.7455442,28
99,Amlodipine,Amlodenk  5mg,Churmad Retail Pharmacy ,-1.3319206,36.8571633,4
100,Amlodipine,Asomex,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,10
102,Amlodipine,Amlozest,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,10
103,Amlodipine,Amlosun,"KARURA CHEMIST II  TILL 8073490, Romac Pharmacy ","-1.2196352, -1.2706834","36.7128582, 36.8466657",222
104,Amlodipine,Varinil,"BetahCare Family Health Clinic, KARURA CHEMIST II  TILL 8073490, SIDAI CHEMIST","-1.2196352, -1.4779526","36.7128582, 36.9577694",67
105,Amlodipine,amlong 5,Romac Pharmacy ,-1.2706834,36.8466657,170
108,Amlodipine,Varinil,"Apotek Pharmaceutical, KARURA CHEMIST II  TILL 8073490, SIDAI CHEMIST","-1.2885927, -1.2196352, -1.4779526","36.9504001, 36.7128582, 36.9577694",47
112,Amlodipine ,Amlozaar-H,"EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490, PANDE pharmacy ","-1.266125, -1.2196352, -1.0569879","36.910522, 36.7128582, 37.1106545",46
113,Amlodipine ,Nebi AM,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,28
117,Ammonium Chloride ,Cophydrex,THE MUTHAMI  HOSPITAL ,-1.214086,36.7222231,1
118,Amoxclav,Enhacin 156,Disanjo Chemist ,-1.2650867,36.8826178,1
119,Amoxicillin,Penamox,"ANGELIC STAR PHARMACEUTICALS, B-sons pharmacy, center mark pharmacy, SAMIALBA","-1.2834847, -1.2673667, -1.334489, -1.279668","36.889222, 36.7509204, 36.673465, 36.82553",250
120,Amoxicillin,Penamox,"Falcon medical clinic , Gitrose Pharmacy, urit medical ","-1.2552408, -1.1009928","36.6943718, 37.0129877",20198
123,Amoxicillin,Generic,"B-sons pharmacy, BetahCare Family Health Clinic",-1.2673667,36.7509204,89
124,Amoxicillin,Amoxil,"B-sons pharmacy, CALMAK CHEMIST , Crowmed pharmaceuticals ","-1.2673667, -1.053931, -1.3621855","36.7509204, 38.3631399, 36.6555867",14
127,Amoxicillin,Amoxil,"EMIR HEALTH CENTER , Falcon medical clinic , KARURA CHEMIST II  TILL 8073490, Nas Chemist, Perta Chemist, Sinka Pharmacy , urit medical , ZOLO HEALTHCARE SOLUTIONS","-1.266125, -1.2196352, 0.5206237, -1.1079318, -1.2161518, -1.1009928","36.910522, 36.7128582, 35.2762755, 37.016326, 36.7994133, 37.0129877",1233
128,Amoxicillin,Generic,"Apotek Pharmaceutical, Disanjo Chemist , MANGAPHARM ATHI CHEMIST","-1.2885927, -1.2650867, -1.457513","36.9504001, 36.8826178, 36.9745436",17
129,Amoxicillin,Amoxil,Falcon medical clinic ,,,64
130,Amoxicillin,Generic,"ANGELLIC STAR PHARMACY , CARDINAL CHEMIST, Eloc pharmacy ","-1.2844625, -1.3958137, -1.2953742","36.885289, 36.7638655, 36.7455442",347
131,Amoxicillin,Norva Acess,Disanjo Chemist ,-1.2650867,36.8826178,5
136,Amoxicillin ,Clav 228,Disanjo Chemist ,-1.2650867,36.8826178,2
137,Amoxicillin ,acinet,"Disanjo Chemist , KARURA CHEMIST II  TILL 8073490","-1.2650867, -1.2196352","36.8826178, 36.7128582",4
144,Amoxicillin ,Claxy 375,"MEDPLEX CHEMIST, PharmaRic Distributors","-1.4293031, 0","36.6872005, 0",5
145,Amoxicillin ,Clavam,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,20
146,Amoxicillin ,Clavulin,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
149,Amoxicillin ,Clavulin,EMIR HEALTH CENTER ,-1.266125,36.910522,8
155,Amoxicillin ,enhacin,EMIR HEALTH CENTER ,-1.266125,36.910522,2
156,Amoxicillin ,acinet 457,"Disanjo Chemist , Falcon medical clinic , Gitrose Pharmacy, Jomed chemist , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2650867, -1.2552408, -0.5433125, -1.2196352, -1.4293031","36.8826178, 36.6943718, 37.4566875, 36.7128582, 36.6872005",1037
157,Amoxicillin ,Novaclav,Gitrose Pharmacy,-1.2552408,36.6943718,2612
158,Amoxicillin ,Augmentin,Jubilee-Care Chemist,-1.1003338,37.0129017,14
160,Amoxicillin ,Acinet Dry Syrup,"BetahCare Family Health Clinic, EMIR HEALTH CENTER , Falcon medical clinic ",-1.266125,36.910522,6
162,Amoxicillin ,Augmentin,urit medical ,-1.1009928,37.0129877,3
164,Amoxicillin ,Acinet,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,9
166,Amoxicillin ,"Moxa, Forte",Eloc pharmacy ,-1.2953742,36.7455442,206
167,Amoxicillin Plus Clavulanate,Amoklavin,SIDAI CHEMIST,-1.4779526,36.9577694,1
168,"Amoxicillin, Clavulanic Acid",Amoklavin,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,10
169,Ampicillin,Ampicillin,ANGELLIC STAR PHARMACY ,-1.2844625,36.885289,80
170,Ampicillin ,Ampiclox,"B-sons pharmacy, urit medical ","-1.2673667, -1.1009928","36.7509204, 37.0129877",3
171,Ampicillin ,Ampiclox generic,"Beth Medical Services, CHARLIK PHARMACY, Disanjo Chemist ","-1.2458837, -1.215894, -1.2650867","36.9212131, 36.88669160000001, 36.8826178",12
173,Ampicillin ,Ampiclo - Dawa,"ANGELIC STAR PHARMACEUTICALS, Bripamu Medical Stores, CARDINAL CHEMIST, Crowmed pharmaceuticals , MEDPLEX CHEMIST","-1.2834847, -1.3111251, -1.3958137, -1.3621855, -1.4293031","36.889222, 36.8939304, 36.7638655, 36.6555867, 36.6872005",45
174,Ampicillin ,Ampiclox,B-sons pharmacy,-1.2673667,36.7509204,5
177,Antacid,Maalox,center mark pharmacy,-1.334489,36.673465,5
178,Antacid,Allucid,"ANGELIC STAR PHARMACEUTICALS, MEDPLEX CHEMIST, Rofaplus Pharmacy ","-1.2834847, -1.4293031, -1.4791361","36.889222, 36.6872005, 36.95836",79
181,Antacid,Relcer,"B-sons pharmacy, EMIR HEALTH CENTER , MEDIBLEND , MEDPLEX CHEMIST","-1.2673667, -1.266125, -1.282731, -1.4293031","36.7509204, 36.910522, 36.7848689, 36.6872005",39
182,Antacid,"Viscid, Gel",JABE HEALTHMART PHARMACY NAROK,-1.0992338,35.8596332,1
185,Antacid,"Relcer, Gel","Eloc pharmacy , EMIR HEALTH CENTER , Family care hospital/chemist , Jubilee-Care Chemist, MEDIBLEND , MEDPLEX CHEMIST","-1.2953742, -1.266125, -1.1720505, -1.1003338, -1.282731, -1.4293031","36.7455442, 36.910522, 36.8423168, 37.0129017, 36.7848689, 36.6872005",15
186,Antacid,"Gastro, Gel",MEDIBLEND ,-1.282731,36.7848689,5
187,Antacid,Eno Tablets,"ANGELIC STAR PHARMACEUTICALS, B-sons pharmacy, CARDINAL CHEMIST, Disanjo Chemist , KARURA CHEMIST II  TILL 8073490, Mercilin Afya services , Perta Chemist","-1.2834847, -1.2673667, -1.3958137, -1.2650867, -1.2196352, -1.3921923, -1.1079318","36.889222, 36.7509204, 36.7638655, 36.8826178, 36.7128582, 36.9407301, 37.016326",33
188,Antacid,"Maalox, Stick - Lemon",MEDPLEX CHEMIST,-1.4293031,36.6872005,4
189,Antacid,Allucid,"Apotek Pharmaceutical, B-sons pharmacy, EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490","-1.2885927, -1.2673667, -1.266125, -1.2196352","36.9504001, 36.7509204, 36.910522, 36.7128582",4
190,Antacid,"Gastro, Gel","Bripamu Medical Stores, EMIR HEALTH CENTER ","-1.3111251, -1.266125","36.8939304, 36.910522",2
192,Antacid,"Ulgicid, Cherry",MEDPLEX CHEMIST,-1.4293031,36.6872005,3
194,Antacid,"Eno, Lemon","Crowmed pharmaceuticals , Disanjo Chemist , EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490, MEDIBLEND , Nguvoni pharmacy , Perta Chemist","-1.3621855, -1.2650867, -1.266125, -1.2196352, -1.282731, -1.2950277, -1.1079318","36.6555867, 36.8826178, 36.910522, 36.7128582, 36.7848689, 36.7865919, 37.016326",83
195,Antacid,Alugel,"ANGELIC STAR PHARMACEUTICALS, BetahCare Family Health Clinic, Bripamu Medical Stores, Eloc pharmacy , Falcon medical clinic , MEDPLEX CHEMIST, SIDAI CHEMIST","-1.2834847, -1.3111251, -1.2953742, -1.4293031, -1.4779526","36.889222, 36.8939304, 36.7455442, 36.6872005, 36.9577694",92
196,Antacid,"Ulgicid, Pineapple",MEDPLEX CHEMIST,-1.4293031,36.6872005,4
197,Antacid,"Gaviscon, Peppermint","EMIR HEALTH CENTER , KEGAKA PHARMACY","-1.266125, -1.0133967","36.910522, 36.9058388",3
198,Antacid,Bonisan,"Apotek Pharmaceutical, Falcon medical clinic ",-1.2885927,36.9504001,5
199,Antacid,Gaviscon Double Action,KEGAKA PHARMACY,-1.0133967,36.9058388,2
200,Antacid,"Ulgicid, Mint","Betamed Chemist, MEDPLEX CHEMIST","-1.2445352, -1.4293031","36.662571, 36.6872005",4
201,Antacid,"Relcer, Gel","ANGELLIC STAR PHARMACY , Jubilee-Care Chemist","-1.2844625, -1.1003338","36.885289, 37.0129017",6
204,Antifungal & Antibacterial Cream,Futsil,center mark pharmacy,-1.334489,36.673465,5
206,Appetite Stimulant,Appevite Forte,Romac Pharmacy ,-1.2706834,36.8466657,110
209,Appetite Stimulant,Tres Orix Forte,Sapphire Pharmacy,-1.3220917,36.8448685,1
212,Artemether ,Lum - Artem,"center mark pharmacy, Crowmed pharmaceuticals , urit medical ","-1.334489, -1.3621855, -1.1009928","36.673465, 36.6555867, 37.0129877",12
220,Aspirin (Acetylsalicylic Acid),Cardisprin,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,14
221,Aspirin (Acetylsalicylic Acid),Ascard,"Apotek Pharmaceutical, EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490","-1.2885927, -1.266125, -1.2196352","36.9504001, 36.910522, 36.7128582",92
222,Atenolol,Cardinol,BetahCare Family Health Clinic,,,14
226,Atenolol,Atenol,"Eloc pharmacy , MEDPLEX CHEMIST","-1.2953742, -1.4293031","36.7455442, 36.6872005",50
229,Atorvastatin,Atorec,center mark pharmacy,-1.334489,36.673465,3
231,Atorvastatin,Aztor 10mg,"EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490","-1.266125, -1.2196352","36.910522, 36.7128582",40
232,Atorvastatin,Lipitor 20mg,Beth Medical Services,-1.2458837,36.9212131,1
233,Atorvastatin,Atorona 40mg,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,28
236,Atorvastatin,rovas,Beth Medical Services,-1.2458837,36.9212131,1
238,Atorvastatin,Lipitas 20,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,6
239,Atorvastatin,Atstat,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,8
243,Atorvastatin,Avastatin,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,12
252,Azathioprine,azioprin,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,30
254,Azithromycin,Azomac,"ANGELIC STAR PHARMACEUTICALS, B-sons pharmacy, center mark pharmacy, dauphin pharmacy","-1.2834847, -1.2673667, -1.334489, -1.2063005","36.889222, 36.7509204, 36.673465, 36.8948593",31
255,Azithromycin,Azitro,"BetahCare Family Health Clinic, Gitrose Pharmacy",-1.2552408,36.6943718,242416
256,Azithromycin,Azithrax,Romac Pharmacy ,-1.2706834,36.8466657,178
258,Azithromycin,Zithrox,"BetahCare Family Health Clinic, Disanjo Chemist ",-1.2650867,36.8826178,16
259,Azithromycin,Generic,"Bonaim pharmacy , CARDINAL CHEMIST, Crowmed pharmaceuticals , Lifemed 3ds mlolongo ","-1.2062072, -1.3958137, -1.3621855, -1.3940237","36.89570200000001, 36.7638655, 36.6555867, 36.9390723",33
260,Azithromycin,Azifast,Eloc pharmacy ,-1.2953742,36.7455442,20
