address,name,country,Latitude,Longitude
LIMURU ROAD,GOODLIFE PHARMACY LIMITED - VILLAGE MARKET (Nairobi),KENYA,-1.2301843,36.80452590000001
LANGATA ROAD,GOODLIFE PHARMACY LIMITED - WATERFRONT (Nairobi),KENYA,-1.3305536,36.7151
PARKLANDS RING ROAD,GOODLIFE PHARMACY LIMITED - WESTLANDS ARCADE (Nairobi),KENYA,-1.2639951,36.8022085
WAIYAKI WAY,GOODLIFE PHARMACY LIMITED - WESTLANDS SQUARE (Nairobi),KENYA,-1.2639102,36.8022871
NEW GARDEN ESTASTE ROAD,GOODLIFE PHARMACY LIMITED- GARDEN ESTATE (Nairobi),KENYA,-1.2279138,36.8700815
KARUNA ROAD,GOODLIFE PHARMACY LIMITED- NEW SARIT (Nairobi),KENYA,-1.2611605,36.80197769999999
KIAMBU ROAD,GOODLIFE PHARMACY LIMITED-RIDGEWAYS (Nairobi),KENYA,-1.2252041,36.8399893
THIKA HIGHWAY,GOODLIFE PHARMACY LTD -GARDEN CITY (Nairobi),KENYA,-1.2323323,36.8787058
LANGATA ROAD,GOODLIFE PHARMACY LTD -LANGATA (Nairobi),KENYA,-1.3411583,36.7538528
NGONG ROAD,GOODLIFE PHARMACY LTD -NGONG ROAD (Nairobi),KENYA,-1.3380006,36.66977
NGONG ROAD/LANGATA SOUTH ROAD,GOODLIFE PHARMACY LTD SHELL KAREN (Nairobi),KENYA,-1.3224018,36.7080687
THIKA ROAD,GOODLIFE PHARMACY LTD THOME SHELL (Nairobi),KENYA,-1.2324688,36.8752115
GITANGA ROAD,GOODLIFE PHARMACY LTD VALLEY ARCADE (Nairobi),KENYA,-1.291197,36.7704999
LANGATA ROAD,GOODLIFE PHARMACY LTD- SHELL MADARAKA (Nairobi),KENYA,-1.3108125,36.8176875
ARWINGS KODHEK,GOODLIFE PHARMACY LTD-HURLINGAM (Nairobi),KENYA,-1.2957291,36.8022981
NGONG ROAD,GOODLIFE PHARMACY LTD-JUNCTION BRANCH (Nairobi),KENYA,-1.3224018,36.7080687
MWANZI ROAD,GOODLIFE PHARMACY LTD-WESTGATE (Nairobi),KENYA,-1.2572275,36.80229320000001
SHIVACHI ROAD,GOODSTART PHARMACY LIMITED  (Nairobi),KENYA,-1.265058,36.804397
GATHURU ROAD,GOODWILL CHEMIST (Nairobi),KENYA,-1.2932669,36.7385972
OKOTH AURA RD,GRAMARK PHARMACY (Nairobi),KENYA,-1.279432,36.826318
,GRAND CHEMIST (Nairobi),KENYA,-1.3275346,36.7890921
OFF MFANGANO STREET,GRASHA PHARMA (Nairobi),KENYA,-1.2851774,36.82692590000001
"EASTERN BYPASS,MIHANGO ROAD",GREAT TIMES CHEMIST (Nairobi),KENYA,-1.3281132,36.8925246
BAGAMOYO RD,GREEN COUNTY PHARMACY LTD (Nairobi),KENYA,-1.3080902,36.8009902
NASRA ESTATE,GREENDAM PHARMACY  (Nairobi),KENYA,-1.2755357,36.9009185
RING ROAD KILIMANI,GREENSPAN CHEMISTS (Nairobi),KENYA,-1.3000019,36.7736086
SPINE ROAD PLAZA,GRIFFINS PHARMACEUTICAL LTD (Nairobi),KENYA,-1.2831178,36.9029986
MCHUMBI ROAD,GUARDMANN CHEMIST (Nairobi),KENYA,-1.3115171,36.8358035
OFF DONHOLM ROAD,GUD PHARMACY (Nairobi),KENYA,-1.2934886,36.9016171
SAVANNAH ROAD,GUDTONS PHARMACY (Nairobi),KENYA,-1.2883696,36.9010511
OUTERING,GUIDE PHARMACEUTICAL  (Nairobi),KENYA,-1.3184981,36.8947096
MOYALE -NAIROBI HIGHWAY,GUMMI PHARMACY,KENYA,-1.2697558,36.7464551
ITESYO LANE,GURUKRUPA PHARMACY LIMITED (Nairobi),KENYA,-1.2739238,36.8188581
JUJA ROAD,GY-VIPHARM PHARMACY (Nairobi),KENYA,-1.2673502,36.8444388
MUTARAKWA RD,HABEMUS PHARMACY (Nairobi),KENYA,-1.2633647,36.8866087
SECOND AVENUE,HAJAR PHARMACY LIMITED (Nairobi),KENYA,-1.2715406,36.8478782
,HAKATI CHEMISTS (Nairobi),KENYA,-1.2846338,36.879465
JAM STREET,HALANE PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2808244,36.852082
OFF KAMITI ROAD ZIMMERMAN,HALLION PHARMACY (Nairobi),KENYA,-1.2063005,36.8948593
"5TH AVENUE, NGONG ROAD",HALTONS LIMITED - BISHOP GATE (Nairobi),KENYA,-1.2932365,36.8069317
EAST AFRICA BREWERIES ROAD,HALTONS LIMITED - NGUMBA (Nairobi),KENYA,-1.2254805,36.9000407
TASSIA FEDHA ROAD,HALTONS LIMITED - TASSIA (Nairobi),KENYA,-1.3089556,36.9021022
NGONG ROAD,HALTONS LTD - KAREN (Nairobi),KENYA,-1.3234424,36.7077693
MWIKI ROAD,HALTONS LTD - KASARANI (Nairobi),KENYA,-1.2185628,36.8955596
OUTER-RING ROAD,HALTONS LTD - PIPELINE (Nairobi),KENYA,-1.3176493,36.8963994
FIVESTAR ROAD,HALTONS LTD - SOUTH C (Nairobi),KENYA,-1.3215449,36.8246871
KAPITI RD,HALTONS LTD- SOUTH B (Nairobi),KENYA,-1.3117588,36.8358697
ATHUMAN KIPANGA,HANAANO PHARMACY (Nairobi),KENYA,-1.2732035,36.8478614
45/44ROUTE.OPP CATHOLIC CHURCH,HANNAN PHARMACY (Nairobi),KENYA,-1.2021838,36.913568
,HARIPHARM PHARMACEUTICALS LTD -UMOJA (Nairobi),KENYA,-1.2855538,36.8936326
BOGANI ROAD,HARJU GHEMIST LIMITED (Nairobi),KENYA,-1.3058772,36.6655664
GATHURU ROAD,HARRICARE CHEMISTS (Nairobi),KENYA,-1.2862277,36.7437465
AIRPORT NORTH ROAD,HARRY AND STAN LIMITED (Nairobi),KENYA,-1.2844735,36.8238276
RIVER ROAD,HARTLANE PHARMACEUTICALS LTD - RIVER ROAD (Nairobi),KENYA,-1.2808707,36.8234534
KATANI ROAD,HAZLET PHARMACY (Nairobi),KENYA,-1.3750326,36.9322412
KAMITI ROAD,HEALINGPORT PHARMACY (Nairobi),KENYA,-1.1988181,36.9020654
MUTARAKWA ROAD,HEALINGRAY PHARMACY (Nairobi),KENYA,-1.267991,36.8850693
ARGWINGS KODHEK ROAD,HEALSENSE PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.2931386,36.7923137
MOI DRIVE,HEALSTARCHEM PHARMACY (Nairobi),KENYA,-1.2831436,36.8235969
MUTHITHI/MPAKA JUNCTION,HEALTH AID CHEMIST (Nairobi),KENYA,-1.2639715,36.8055808
MANYANJA ROAD,HEALTH GIVING CHEMISTS (Nairobi),KENYA,-1.2840655,36.9003632
"LIMURU ROAD, GIGIRI",HEALTHCARE PHARMACEUTICALS LTD-GIGIRI (Nairobi),KENYA,-1.2362233,36.80703829999999
OUTERING,HEALTHLINK PHARMACY  (Nairobi),KENYA,-1.31945,36.8983875
KAREN PLAINS RD,HEALTHNET PHARMACY  (Nairobi),KENYA,-1.3288274,36.7174942
,HEALTHWAY CHEMIST  (Nairobi),KENYA,-1.283693,36.8248697
,HEALTHWAY LTD (Nairobi),KENYA,-1.283506,36.8227456
BIMA RD,HEALTHWEST PHARMACY (Nairobi),KENYA,-1.1824768,36.904845
OFF JUJA RD,HEALTHY DIAGNOSIS PHARMACY (Nairobi),KENYA,-1.2706834,36.8466657
KANISANI ROAD,HEALTHYVIBE PHARMACY (Nairobi),KENYA,-1.2898949,37.0374028
THIKA RD,HEKIMA TOWN CHEMIST (Nairobi),KENYA,-1.2757894,36.823327
MOI DRIVE,HENTA PHARMACY LTD (Nairobi),KENYA,-1.2858138,36.8877685
NORTHERN BYPASS,HEYLUS CHEMIST (Nairobi),KENYA,-1.2094361,36.8741374
OFF MOI DRIVE,HIGHPHARM PHARMACEUTICALS LIMITED -MERINIKO (Nairobi),KENYA,-1.2779609,36.8913474
BERGAIN RD,HIGHPHARM PHARMACEUTICALS LTD-NYANDO STAGE (Nairobi),KENYA,-1.277397,36.9156483
3RD PARKLANDS,HIGHRIDGE PHARMACY LIMITED - KRISHNA PARK (Nairobi),KENYA,-1.2605739,36.8210321
3RD PARKLANDS AVENUE,HIGHRIDGE PHARMACY LTD (Nairobi),KENYA,-1.2605739,36.8210321
MOI DRIVE,HIGHTONE PHARMACIES LIMITED-MOWLEM (Nairobi),KENYA,-1.2783164,36.8908708
LANGATA ROAD,HIGHTONE PHARMACIES-NAIROBI WEST (Nairobi),KENYA,-1.3234424,36.7077693
7TH STREET,HIJAZ PHARMACEUTICALS  LTD  -SALAMA BULDING (Nairobi),KENYA,-1.2744585,36.8507298
5TH 2ND AV,HIKMAS PHARMA LTD (Nairobi),KENYA,-1.2733467,36.85075490000001
BURUBURU ROAD,HILLCARE PHARMACEUTICALS (Nairobi),KENYA,-1.2790791,36.8776077
LIMURU ROAD,HILLS PHARMACEUTICALS (Nairobi),KENYA,-1.2727472,36.8224226
MUKOMA ROAD,HILLYCHEM PHARMACY-NAIROBI (Nairobi),KENYA,-1.3017183,36.7802057
BEHIND ALHIDAYA MOSQUE,HORSET PHARMACY LIMITED (Nairobi),KENYA,-1.270769,36.8456088
LENANA ROAD,HOSICHEM LTD (Nairobi),KENYA,-1.2897983,36.7865344
BUILDING/ PLOT L R 359 ROAD KOMAROCK ROA,HOSPHARM HEALTHCARE LIMITED (Nairobi),KENYA,-1.2779609,36.8913474
GATHERU RD,HOSSANA CHEMIST (Nairobi),KENYA,-1.2874026,36.7429655
,HOST PHARMACY (Nairobi),KENYA,-1.284862,36.73280099999999
OUTERING ROAD,HUMANE PHARMACEUTICALS (Nairobi),KENYA,-1.3162221,36.8989695
MWALIMU DRIVE,HUMANE PHARMACEUTICALS LTD - FEDHA (Nairobi),KENYA,-1.3162221,36.8989695
GARDEN ESTATE RD,HYCHEM PHARMACEUTICALS (Nairobi),KENYA,-1.2340801,36.8723291
NGONG ROAD,HYPER PHARMACY (Nairobi),KENYA,-1.2992032,36.7904163
KABIRIA RD,IBIZA PHARMACY (Nairobi),KENYA,-1.2902985,36.7271387
OFF NAKURU-NAIROBI ROAD,IMMEDIATE CARE PHARMACY,KENYA,-0.283873,36.074063
KANGARU ROAD,INFILMEDS PHARMACY (Nairobi),KENYA,-1.2646095,36.9082637
LANGATA ROAD,INKAMED PHARMACEUTICALS LIMITED-RUBIS LANGATA (Nairobi),KENYA,-1.3225572,36.8020026
AGA KHAN WALK,INKAMED PHARMACEUTICALS LTD-UCHUMI  AGA KHAN WALK (Nairobi),KENYA,-1.287066,36.8255473
MOMBASA ROAD,INKAMED PHARMACEUTICALS NEXTGEN MALL (Nairobi),KENYA,-1.3239628,36.8435921
MOI DRIVE,INNERCORE PHARMACY-NAIVASHA (Nairobi),KENYA,-0.718349,36.4363095
NGONG ROAD,INSTANT PHARMACY (Nairobi),KENYA,-1.2989719,36.759782
MWIKI RD,INTEL PHARMACEUTICALS (Nairobi),KENYA,-1.2353386,36.9331827
SAVANNA ROAD,INTERCARE PHARMACY (Nairobi),KENYA,-1.2884868,36.9038769
UTAWALA ROAD,INTERPHASE PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.280734,36.9693342
UPPERHILL,IPOPHARM LTD - KITENGELA (Nairobi),KENYA,-1.2986041,36.81135829999999
TASSIA ROAD,JACAD MEDPOINT (Nairobi),KENYA,-1.3092004,36.8930788
FAIRVIEW STREET,JACARANDA CHEMIST - PANGANI BRANCH (Nairobi),KENYA,-1.2670813,36.8379366
FEDHA ROAD,JACKEVA PHARMACY LTD (Nairobi),KENYA,-1.3106775,36.8996048
DESAI ROAD,JACMUCARE CHEMIST (Nairobi),KENYA,-1.2772998,36.8297854
KAMITI ROAD,JADLYNE CHEMIST (Nairobi),KENYA,-1.1972005,36.9024524
UTAWALA- GITHUNGURI ROAD,JAGEM CHEMIST (Nairobi),KENYA,-1.2873761,36.9738826
LUMUMBA DRIVE,JAIT PHARMACY (Nairobi),KENYA,-1.2161364,36.8880206
WOODSTREET,JAMLINK PHARMACY (Nairobi),KENYA,-1.2737083,36.8470287
KARURA STREET,JAMON CHEMIST (Nairobi),KENYA,-1.2330717,36.93161449999999
SASUMUA,JANIAN DISPENSING CHEMIST (Nairobi),KENYA,-1.3258893,36.7779739
18TH STREET,JANKIN PURE MEDPLUS GROUP KENYA LIMITED (Nairobi),KENYA,-1.2639187,36.8041697
ICIPE RD,JANPHARM PHARMACEUTICALS (Nairobi),KENYA,-1.2203133,36.8944916
RUKWA RD,JASTE TOP PHARMACEUTICAL SUPPLIERS LTD-MARINGO (Nairobi),KENYA,-1.2932074,36.8656074
OFF KASARANI MWIKI ROAD,JATESPHARM CHEMIST (Nairobi),KENYA,-1.2271369,36.9183762
MURANG'A ROAD,JATRIM CHEMIST (Nairobi),KENYA,-1.2786118,36.8299665
OUTERING ROAD,JELCARE CHEMIST-NAIROBI (Nairobi),KENYA,-1.2918923,36.889513
GITHUNGURI ROAD,JEMAC PHARMACY (Nairobi),KENYA,-1.2842256,36.9871954
AMBOSELI ROAD,JEMAMED PHARMACY (Nairobi),KENYA,-1.2837097,36.758606
DANDORA PHASE 1,JERUSALEM DISPENSING CHEMISTS (Nairobi),KENYA,-1.2594279,36.8895107
NGONG ROAD,JIMSTAR PHARMACY-NGONG ROAD (Nairobi),KENYA,-1.3042811,36.7420526
BARINGO ROAD,JINCHEM PHARMACEUTICAL (Nairobi),KENYA,-1.1916365,36.9314578
NGUMBA ROAD,JOBBS PHARMACY-GITHURAI (Nairobi),KENYA,-1.2034775,36.9151804
ACCRA/DUBOIS ROAD,JOCARE PHARMACY (Nairobi),KENYA,-1.2753259,36.8226473
NAIROBI,JOFLOSTA INVESTMENTS LIMITED,KENYA,-1.2186112,36.8867548
OLE SHAPARA ROAD,JOINT  JUMAIRA  CENTER (Nairobi),KENYA,-1.3159929,36.82534440000001
NORTH AIRPORT RD,JOLICHEM PHARMACY LTD-BROWN HSE (Nairobi),KENYA,-1.3208078,36.8944431
,JOMAC PHARMACEUTICALS (Nairobi),KENYA,-1.3109049,36.7759474
KAWANGWARE 46,JOMU PHARMACEUTICAL (Nairobi),KENYA,-1.2833266,36.742612
FEDHA ROAD,JONAM INTEGRATED CENTRE (Nairobi),KENYA,-1.3160257,36.9011119
SPORTSVIEW ROAD,JOPHYCARE PHARMACY (Nairobi),KENYA,-1.2185332,36.8992969
COSMAS NDETI ROAD,JOSPI CHEMIST (Nairobi),KENYA,-1.3246209,36.8816339
RUKWA ROAD,JOSTEEN CHEMIST (Nairobi),KENYA,-1.2932074,36.8656074
RIVER ROAD,JOWATMED CHEMIST (Nairobi),KENYA,-1.28788,36.828097
FARMERS\' CHOICE ROAD,JOYLINE CHEMIST - KAHAWA WEST (Nairobi),KENYA,-1.1972005,36.9024524
ZIMMERMAN,JOYPHARM CHEMIST (Nairobi),KENYA,-1.2088714,36.8946523
7TH STREET,JUBBALINK PHARMACY (Nairobi),KENYA,-1.274431,36.8509648
KABIRIA ROAD,JUBEN PHARMACY (Nairobi),KENYA,-1.2899716,36.724668
NGUMBA ROAD,JUJA ARCADE PHARMACY- GITHURAI 44 BRANCH (Nairobi),KENYA,-1.2037365,36.9151709
OUTERING ROAD,JUL MEDICARE CHEMIST (Nairobi),KENYA,-1.3079782,36.89315819999999
KIKUYU RD,JULIMER INTERNATIONAL LTD (Nairobi),KENYA,-1.260692,36.8036438
RALPH BUNCHE ROAD,JUNCTION PHARMACY COMPANY LTD (Nairobi),KENYA,-1.2946864,36.8065589
KIMATHI STREET,JUST PINK PHARMACY (Nairobi),KENYA,-1.2847567,36.8245222
KIGUATHI RD,JUSTCARE PHARMACY  (Nairobi),KENYA,-1.2917038,36.74727420000001
SALIM RD,JYMOKA CHEMIST-WA MBUTITI HSE (Nairobi),KENYA,-1.2823352,36.7506172
LIKONI,KAISER MEDICATE PHARMACY (Nairobi),KENYA,-1.2843824,36.7877052
ZIMMERMAN,KALACARE (Nairobi),KENYA,-1.266032,36.80857779999999
TENTH STREET SECOND AVENUE,KALAMAN LIMITED (Nairobi),KENYA,-1.2980537,36.781586
KIMATHI STREET,KAM PHARMACY LTD - KIMATHI STREET (Nairobi),KENYA,-1.2844627,36.8233367
MPAKA RD,KAM PHARMACY LTD - WESTLANDS (Nairobi),KENYA,-1.265058,36.804397
,KAM PHARMACY LTD- HARAMBEE AVENUE (Nairobi),KENYA,-1.2878049,36.8262434
Nairobi CBD,Beth Medical Services,KENYA,-1.2458837,36.9212131
GATHIGA ,THE MUTHAMI  HOSPITAL ,KENYA,-1.214086,36.7222231
Rubis Gikambura,Holo pharmacy ,KENYA,-1.3635143,36.6562294
Kikuyu Gikambura ,MONA WHYTE PHARM LIMITED ,KENYA,-1.2828012,36.8160691
CHEMIST ,SHAKIM ,KENYA,-0.460686,35.1728227
Embakassi,Emerald Pharmacy,KENYA,-1.3039846,36.9160142
1295,hoskem,KENYA,,
Kitengela-Milele centre,Canon pharmacy ,KENYA,-1.3036073,36.8185557
LIKONI,JEDOM CHEMIST ,KENYA,-4.0841779,39.6615864
karurumo,imed,KENYA,-1.1009928,37.0129877
Balozi road - kitengela ,Dawalab chemist,KENYA,-1.4862248,36.9558892
Tseikuru,memah bestcare pharmacy,KENYA,-0.3076936,38.2196697
GITARU ,JCBO MEDICAL CENTER ,KENYA,-1.2345575,36.6769957
afya centre,Apple gate,KENYA,-1.2878776,36.8278033
,SAMZAN PHARMA,KENYA,-1.2823301,36.8511444
,NYAKOE CHEMIST CO - HOSPITAL ROAD LTD,KENYA,-1.1747521,36.7593149
,STAY HEALTHY PHARMACY,KENYA,-1.2878953,36.8260339
,TETHELL PHARMACY MATHARE,KENYA,-1.2608027,36.8653516
,SUKEYNA PHARMACEUTICAL LTD,KENYA,-1.3170018,36.9182823
,TOP CARE CHEMIST,KENYA,-1.2333809,36.8843259
,MAMBIA PHARMACY,KENYA,-1.2838269,36.8266216
,LUCKYBAR PHARMACY,KENYA,-1.2853715,36.8190588
,WESTWELL PHARMACY,KENYA,-1.1838991,36.9027331
,SANKAA PHARMACY,KENYA,-1.326936,36.695551
,TSALACH PHARMACY,KENYA,-1.2643903,36.8036153
,MAESIO PHARMACEUTICAL OUTER-RING ROAD,KENYA,-1.2476902,36.8717587
,SAITO CHEMIST -,KENYA,-1.4707711,36.9547706
,WALEGI CHEMIST,KENYA,-1.283385,36.784354
,THE NAQSH MEDICAL AND SURGICAL SUPPLIES LIMITED,KENYA,-1.3010628,36.8070279
,WERII CHEMIST,KENYA,-1.2104966,36.7953836
,ROLLINHAM,KENYA,-1.2647478,36.8106852
,VICRAHAM PHARMACY,KENYA,-1.3205309,36.70374049999999
,SAAYNEX PHARMACY LIMITED,KENYA,-1.2778042,36.9001114
,LIVEN VENTURES LIMITED,KENYA,-1.2685584,36.8073708
,THE MINUT PHARMACY,KENYA,-1.2840778,36.8203445
,MAXLIFE PHARMACY LIMITED,KENYA,-1.3921077,36.9405348
,ROMA CHEMIST,KENYA,-1.1081714,36.641652
,RYAMED PHARMACY,KENYA,-1.2953481,36.7456985
,NEEMA NGURUMBANI PHARMACEUTICALS,KENYA,-1.6637692,36.8701914
,PILL POINT PHARMACY,KENYA,-1.2656663,36.8373922
,SOACHEM PHARMACY,KENYA,-1.2842985,36.8280089
,NELAPHARM LTD DOWNTOWN,KENYA,-1.2814595,36.8252172
,VANGA WARD CHEMIST,KENYA,-1.1747521,36.7593149
,PHELMA PHARMACY,KENYA,-1.2864811,36.8268117
,PRUDAN PHARMACY- KAHAWA WEST,KENYA,-1.1862372,36.9076986
,TECPHARM PHARMACY,KENYA,-1.2986394,36.8114842
,ROSAPHARM CHEMIST,KENYA,-1.2169739,36.901909
,TF PHARMACY-JUJA,KENYA,-1.100271,37.0218336
,LIFE TOUCH PHARMACY,KENYA,-1.2986566,36.7782771
,SHANICHEM CHEMIST,KENYA,-1.2856445,36.8297902
,MYGLOW SECRET LIMITED,KENYA,,
,PETHEALTH CHEMIST,KENYA,-1.1850176,36.9054381
,SELFCHECK  PHARMACY,KENYA,-1.2986566,36.7782771
,PHARMAPLUS PHARMACEUTICALS LTD-NAIVAS KAHAWA SUKARI,KENYA,-1.1889033,36.9315465
,MALAL PHARAMCY,KENYA,-1.2864811,36.8268117
,MEDILEEN PHARMACEUTICALS,KENYA,-1.3008435,36.8891624
,NAILA PHARM,KENYA,-1.299996,36.7729814
,OAK SPRING HEALTHCARE,KENYA,-1.2331706,36.928511
,MCGREENS PHARMACY GILGIL,KENYA,-0.4998607,36.3240478
,RANCHO  PHARMACY,KENYA,-1.3319206,36.8571633
,MEDIJAS CHEMIST,KENYA,-1.2657173,36.8035126
,THOMSON & THOMSON PHARMACY LTD - LAVINGTON,KENYA,-1.2600422,36.8042765
,MARCIA PHARMACY.,KENYA,-1.3657383,36.9444877
,TRIO WELLNESS,KENYA,-1.2355713,36.8765036
,NARCHAR HEALTHCARE LIMITED,KENYA,-1.2574365,36.8116523
,MEDITEX PHARMACY,KENYA,-1.2657173,36.8035126
,ROBEL CHEMIST,KENYA,-1.2840778,36.8203445
,OAKLANE PHARMACY LTD,KENYA,-1.265058,36.804397
,PANDE RETAIL -PHARMACY,KENYA,-1.2842977,36.8873749
,NICHOLANN CHEMIST,KENYA,-1.2859934,36.8270674
,UPRIGHT CHEMIST,KENYA,-1.2529495,36.9279974
,VEXELIS PHARMACEUTICALS LIMITED,KENYA,-1.3284087,36.8861782
,MEJAMED CHEMIST,KENYA,-1.2649232,36.7493326
,MAYAS PHARMACEUTICALS LIMITED,KENYA,-0.0517391,34.787888
,WONI WITU,KENYA,-1.2316129,36.6101557
,MOONBRIGHT CHEMIST-KERICHO,KENYA,-0.3671831,35.2834431
,LIFEMED PHARMACY ROSE AVENUE,KENYA,-1.2979397,36.7954574
,TILAK PHARMACY,KENYA,3.1183658,35.5996978
,MEWAKI PHARMACEUTICALS LIMITED,KENYA,-0.9819850999999999,36.5864806
,TRIOPLUS PHARMA LIMITED,KENYA,-1.3319206,36.8571633
,PHARMACITY PHARMACEUTICALS LIMITED- NKRUMAH,KENYA,-4.0635826,39.6747197
,MWETHI AND COMPANY CHEMIST LTD,KENYA,-1.8324567,36.7894629
,NORTHMED CHEMIST,KENYA,-1.284122,36.8294634
,NETALA LIMITED,KENYA,,
,MAXMA PHARMACY LTD,KENYA,-1.2891915,36.7535798
,LEKAN FAMILY PHARMACY LIMITED,KENYA,-1.2693012,36.7538934
,MOLO HIGHWAY PHARMACY,KENYA,-0.2494338,35.7354266
,QUANTUM X PHARMACEUTICALS LIMITED.,KENYA,-1.2835812,36.879612
,MILELE BETADAY CHEMIST,KENYA,-1.2840778,36.8203445
,YANAH PHARMACEUTICAL LTD-KAHAWA,KENYA,-1.2836809,36.8236255
,SITTA AVENUE PHARMACEUTICALS,KENYA,-1.1993295,36.9028032
,MEDELIVEY PHARMACY - KIRWARA,KENYA,,
,NTHONGONI PHARMACY,KENYA,-2.7028,38.0473
,RAPIDMEDS PHARMACY,KENYA,-1.2953481,36.7456985
,WAITA LIFECARE CHEMIST,KENYA,0.1748473,35.2369164
,VINBY PHARMACY,KENYA,-1.2180689,36.8954807
,MALUAL PHARMACY,KENYA,-1.2547663,36.7974269
,VITAL PHARMACEUTICALS LIMITED-SOUTHLANDS,KENYA,-1.3259731,36.7779941
,MALIBU PHARMACY LTD-  NYALI LINKS ARCADE,KENYA,-4.034584,39.7089716
,SILVER CLOUD PHARMACY,KENYA,-1.2853715,36.8190588
,THE SHALEN PHARMACY,KENYA,-1.2723157,36.8503555
,VINTAPHARM CHEMIST,KENYA,-1.3346745,36.6733675
,SCEPTERS PHARMAS,KENYA,-1.2096381,36.9043639
,MORE LIFE CHEMISTS,KENYA,-1.2459031,36.9032423
,OUTLIERS BY DESIGN LIMITED,KENYA,-1.2576958,36.8153939
,SYCHE CHEMIST,KENYA,-1.282441,36.82529960000001
,TURBO TIBA YANGU CHEMISTS,KENYA,0.6339412,35.0471284
,TAMOL CHEMIST,KENYA,-1.2638674,36.8244743
,NUCLEAR FAMILY CHEMISTS,KENYA,-0.9372967000000001,37.122605
,MWADEMU CHEMIST,KENYA,-1.2547663,36.7974269
,MORNING STAR CHEMIST,KENYA,0.3181731,35.1660103
,MAYFIELD PHARMACY LIMITED,KENYA,-1.0566225,36.7794732
,SEATON PARK MEDICAL CENTRE,KENYA,-1.2622867,36.8222616
,PEAKTIME CHEMIST LIMITED,KENYA,-1.2451253,36.6632921
,WILLMED HEALTHCARE PHARMACY,KENYA,-1.2107514,36.886655
,WOODLEY PHARMACEUTICALS NGONG ROAD LIMITED,KENYA,-1.3048423,36.7746886
,NASRI PHARMACY,KENYA,-1.2763291,36.7710666
,REXO HEALTHCARE PHARMACY,KENYA,-1.2737213,36.6724616
,SUGA CARE PHARMACY LIMITED,KENYA,-1.2878953,36.8260339
,ZIOMED ENTERPRISES,KENYA,-1.3119679,36.862312
,YANG'AT PHARMACY,KENYA,-1.196235,36.7814066
,WAMAX CHEMIST,KENYA,-1.2547663,36.7974269
,MAXIGARD CHEMIST,KENYA,-1.2547663,36.7974269
,RODI CAANAN CHEMIST,KENYA,-1.2869377,36.8808047
,MAAZ CARE LIMITED,KENYA,-1.2977062,36.7988092
,TULEL PHARMACEUTICAL LIMITED,KENYA,-1.3259731,36.7779941
,VIMAC PHARMACY,KENYA,-1.3090703,36.7731222
,SIFA AFYA CHEMIST,KENYA,-0.2323254,36.1173763
,SCRIPT SAVVY LIMITED,KENYA,-1.2721828,36.8019536
,MAGICAL SWIFT CHEMIST,KENYA,-1.2831436,36.8235969
,WINFRED SHINE CHEMIST,KENYA,-1.0254353,34.330759
,WUSIMI PHARMACY,KENYA,-1.2739218,36.7890945
,SHEMIGEN PHARMACY,KENYA,-1.2842985,36.8280089
,MICRAJ HEALTH CARE,KENYA,-1.2955863,36.8989043
,MBUMAR VENTURES CHEMIST,KENYA,-1.2719425,36.9095114
,OPANGAMED PHARMACY,KENYA,-1.2918779,36.9778082
,PHARMAPLUS PHARMACEUTICALS LTD- GIGIRI,KENYA,-1.2362233,36.80703829999999
,RAVEKING PHARMACY,KENYA,-1.2902635,36.7707329
,ZUBI CARE PHARMACY LTD,KENYA,-1.3262039,36.8311247
,MCGREENS PHARMACY MAILI NNE,KENYA,-3.8984898,39.6013037
,RODSI HEALTH CARE LIMITED,KENYA,-1.2134454,36.89970479999999
,RODAN PHARMACY,KENYA,-1.3136275,36.8955563
,RENEPHARM CHEMIST,KENYA,-1.2840778,36.8203445
,RHOPHARM PHARMACEUTICALS,KENYA,-1.2715863,36.8105287
,PENTAMED PHARMACY,KENYA,,
,SITET PHARMACEUTICALS,KENYA,-0.9300799,36.9429936
,ZAHRA CHEMIST LTD,KENYA,-1.2835587,36.8267719
,PHARMAPLUS PHARMACEUTICALS LTD- FOURWAYS,KENYA,-1.2113805,36.8328154
,MAJORCARE CHEMIST,KENYA,-1.2840778,36.8203445
,OLOSERIAN CHEMIST BISIL,KENYA,-1.9244,36.6931
,MICHA PHARMACY LIMITED,KENYA,-1.2828668,36.9492915
,NAVUHI MEDICARE CHEMIST,KENYA,-1.2839381,36.7565275
,WELHUB  PHARMACY,KENYA,-1.2972764,36.7620087
,RIAKANAU PHARMACY,KENYA,-1.210233,36.7898027
,WINSLOW CHEMIST,KENYA,-1.2946673,36.7971519
,PHARMAPLUS PHARMACEUTICALS LTD-NAIROBI WEST,KENYA,-1.3083318,36.82265659999999
,POINT MARK PHARMACEUTICAL LIMITED,KENYA,-1.2609826,36.8777461
,PRAMAH PHARMACY LIMITED,KENYA,0.4636859,34.1025335
,PERFECT HEALTH CHEMIST,KENYA,-1.2611605,36.80197769999999
,NYAKOE CHEMISTS COMPANY LIMITED-NYAKOE,KENYA,-0.6715831999999999,34.7707222
